cohort.date,treatment,well,larvae,timepoint,notes1,notes2
20231112,28,A1,20,0,TP0,11/16/23 12:10
20231112,28,A2,20,0,TP0,11/16/23 12:10
20231112,28,A3,20,0,TP0,11/16/23 12:10
20231112,28,A4,20,0,TP0,11/16/23 12:10
20231112,28,A5,20,0,TP0,11/16/23 12:10
20231112,28,A6,20,0,TP0,11/16/23 12:10
20231112,33,A1,20,0,TP0,11/16/23 12:10
20231112,33,A2,20,0,TP0,11/16/23 12:10
20231112,33,A3,20,0,TP0,11/16/23 12:10
20231112,33,A4,20,0,TP0,11/16/23 12:10
20231112,33,A5,20,0,TP0,11/16/23 12:10
20231112,33,A6,20,0,TP0,11/16/23 12:10
20231112,28,A1,20,23,TP1,11/17/23 11:00
20231112,28,A2,20,23,TP1,11/17/23 11:00
20231112,28,A3,20,23,TP1,11/17/23 11:00
20231112,28,A4,20,23,TP1,11/17/23 11:00
20231112,28,A5,20,23,TP1,11/17/23 11:00
20231112,28,A6,20,23,TP1,11/17/23 11:00
20231112,33,A1,20,23,TP1,11/17/23 11:00
20231112,33,A2,20,23,TP1,11/17/23 11:00
20231112,33,A3,20,23,TP1,11/17/23 11:00
20231112,33,A4,20,23,TP1,11/17/23 11:00
20231112,33,A5,20,23,TP1,11/17/23 11:00
20231112,33,A6,20,23,TP1,11/17/23 11:00
20231112,28,A1,20,31,TP2,11/17/23 19:00
20231112,28,A2,20,31,TP2,11/17/23 19:00
20231112,28,A3,20,31,TP2,11/17/23 19:00
20231112,28,A4,20,31,TP2,11/17/23 19:00
20231112,28,A5,20,31,TP2,11/17/23 19:00
20231112,28,A6,20,31,TP2,11/17/23 19:00
20231112,33,A1,20,31,TP2,11/17/23 19:00
20231112,33,A2,20,31,TP2,11/17/23 19:00
20231112,33,A3,20,31,TP2,11/17/23 19:00
20231112,33,A4,20,31,TP2,11/17/23 19:00
20231112,33,A5,19,31,TP2,11/17/23 19:00
20231112,33,A6,20,31,TP2,11/17/23 19:00
20231112,28,A1,20,50,TP3,11/18/23 14:00
20231112,28,A2,20,50,TP3,11/18/23 14:00
20231112,28,A3,20,50,TP3,11/18/23 14:00
20231112,28,A4,20,50,TP3,11/18/23 14:00
20231112,28,A5,20,50,TP3,11/18/23 14:00
20231112,28,A6,20,50,TP3,11/18/23 14:00
20231112,33,A1,20,50,TP3,11/18/23 14:00
20231112,33,A2,20,50,TP3,11/18/23 14:00
20231112,33,A3,20,50,TP3,11/18/23 14:00
20231112,33,A4,20,50,TP3,11/18/23 14:00
20231112,33,A5,19,50,TP3,11/18/23 14:00
20231112,33,A6,20,50,TP3,11/18/23 14:00
20231112,28,A1,20,53,TP4,11/18/23 16:00
20231112,28,A2,20,53,TP4,11/18/23 16:00
20231112,28,A3,20,53,TP4,11/18/23 16:00
20231112,28,A4,20,53,TP4,11/18/23 16:00
20231112,28,A5,20,53,TP4,11/18/23 16:00
20231112,28,A6,20,53,TP4,11/18/23 16:00
20231112,33,A1,20,53,TP4,11/18/23 16:00
20231112,33,A2,14,53,TP4,11/18/23 16:00
20231112,33,A3,17,53,TP4,11/18/23 16:00
20231112,33,A4,17,53,TP4,11/18/23 16:00
20231112,33,A5,17,53,TP4,11/18/23 16:00
20231112,33,A6,13,53,TP4,11/18/23 16:00
20231112,28,A1,20,68,TP5,11/19/23 8:30
20231112,28,A2,19,68,TP5,11/19/23 8:30
20231112,28,A3,19,68,TP5,11/19/23 8:30
20231112,28,A4,19,68,TP5,11/19/23 8:30
20231112,28,A5,18,68,TP5,11/19/23 8:30
20231112,28,A6,17,68,TP5,11/19/23 8:30
20231112,33,A1,12,68,TP5,11/19/23 8:30
20231112,33,A2,12,68,TP5,11/19/23 8:30
20231112,33,A3,17,68,TP5,11/19/23 8:30
20231112,33,A4,15,68,TP5,11/19/23 8:30
20231112,33,A5,16,68,TP5,11/19/23 8:30
20231112,33,A6,12,68,TP5,11/19/23 8:30
20231112,28,A1,19,80,TP6,11/19/23 19:50
20231112,28,A2,18,80,TP6,11/19/23 19:50
20231112,28,A3,19,80,TP6,11/19/23 19:50
20231112,28,A4,19,80,TP6,11/19/23 19:50
20231112,28,A5,18,80,TP6,11/19/23 19:50
20231112,28,A6,17,80,TP6,11/19/23 19:50
20231112,33,A1,12,80,TP6,11/19/23 19:50
20231112,33,A2,12,80,TP6,11/19/23 19:50
20231112,33,A3,17,80,TP6,11/19/23 19:50
20231112,33,A4,15,80,TP6,11/19/23 19:50
20231112,33,A5,14,80,TP6,11/19/23 19:50
20231112,33,A6,11,80,TP6,11/19/23 19:50