Measurement Name :,Meas_20231119-641,,Generated On :,"19/11/2023, 18:54:32",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
19.11.23 18:26:25,24.87,236.69,239.21,230.43,255.84,249.71,247.15,247.15,247.79,243.33,237.95,234.49,225.46,244.92,215.04,238.26,247.79,245.24,226.08,240.47,226.7,223.92,239.21,247.15,269.59,,28,965,36,28.15,
19.11.23 18:26:40,25.12,227.32,232.93,211.7,238.58,244.6,245.24,252.61,254.22,236.37,231.05,222.69,239.84,234.8,233.86,225.77,240.79,243.65,235.12,238.89,224.54,228.56,244.6,248.75,260.72,,28,965,36,28.15,
19.11.23 18:26:55,25.37,222.38,226.08,232.3,231.99,242.06,244.6,241.74,249.71,236.69,217.78,213.22,239.53,228.25,225.16,219.92,243.65,236.06,235.43,230.12,219.01,219.62,235.12,235.75,256.49,,28,965,36,28.18,
19.11.23 18:27:10,25.62,215.95,227.94,229.18,222.07,244.6,246.83,253.25,248.11,227.94,239.53,219.01,233.24,224.23,236.69,231.99,245.56,219.62,228.87,231.99,221.15,231.05,238.89,245.56,261.04,,28,965,36,28.18,
19.11.23 18:27:25,25.87,227.01,246.19,235.12,219.92,239.21,246.51,245.88,243.33,223,237.63,230.74,223,237.63,223,241.11,243.33,244.6,234.8,236.69,219.92,222.07,233.24,244.28,254.55,,28,965,36,28.18,
19.11.23 18:27:40,26.12,238.26,256.81,239.21,232.61,249.07,256.16,246.51,254.87,242.69,224.23,232.61,246.83,235.43,225.77,233.55,246.51,241.11,234.49,237.63,230.43,227.63,241.11,238.58,267.94,,28,965,36,28.19,
19.11.23 18:27:55,26.37,230.43,235.43,228.25,227.32,234.8,238.26,238.58,238.58,228.25,232.61,231.68,230.12,231.99,227.01,241.42,233.55,235.12,230.43,235.12,217.78,221.77,232.93,236.06,251.96,,28,965,36,28.21,
19.11.23 18:28:10,26.62,228.87,234.8,227.32,225.77,234.18,237.63,238.58,238.26,227.01,231.99,230.43,229.18,231.99,225.16,241.42,232.93,233.24,229.18,234.18,216.87,221.15,231.68,235.43,251.64,,28,965,36,28.19,
19.11.23 18:28:25,26.87,229.18,234.18,226.7,225.46,234.49,237.95,237.95,237.95,227.01,233.55,231.36,228.87,231.99,225.46,240.16,232.61,235.43,230.12,233.55,216.87,221.15,231.68,235.12,251.64,,28,965,36,28.19,
19.11.23 18:28:40,27.12,229.18,234.49,226.7,226.7,234.8,236.69,238.58,238.58,227.01,232.3,231.05,228.56,232.61,226.7,240.47,232.93,233.55,229.5,233.55,217.48,221.46,232.3,235.43,250.68,,28,965,36,28.18,
19.11.23 18:28:55,27.37,229.5,233.86,226.39,225.16,234.18,237.63,237.95,237.95,227.63,233.24,231.05,228.25,232.61,225.77,239.84,231.99,234.18,230.12,233.55,216.56,220.84,231.05,234.18,250.68,,28,965,36,28.15,
19.11.23 18:29:10,27.62,229.18,234.18,226.08,225.77,234.49,236.69,237.95,237.32,227.32,231.05,230.43,228.56,231.99,225.16,238.89,232.3,232.93,230.12,233.86,215.95,220.23,230.74,233.86,250.04,,28,965,36,28.15,
19.11.23 18:29:25,27.87,229.18,233.55,225.46,225.46,234.18,237.32,237.95,237,226.7,231.36,230.12,227.63,231.36,224.54,237.95,232.61,233.86,230.12,232.61,216.56,220.84,230.74,233.86,249.39,,28,965,36,28.15,
19.11.23 18:29:40,28.12,229.18,232.3,224.85,225.16,233.55,236.69,238.58,237.32,226.7,231.99,230.12,227.32,231.36,225.16,237.32,231.68,233.24,230.12,233.55,216.56,220.84,230.74,234.8,250.68,,28,965,36,28.15,
19.11.23 18:29:55,28.37,228.87,233.86,224.54,225.77,232.93,236.37,237,237.95,227.01,230.74,229.81,227.94,232.61,226.39,237.95,232.93,232.61,230.12,233.55,216.26,220.84,231.36,234.49,249.39,,28,965,36,28.15,
19.11.23 18:30:10,28.62,228.87,232.93,223.92,224.85,233.55,236.69,236.69,237,226.7,229.5,230.43,228.25,231.36,225.16,236.37,231.68,232.3,230.12,233.24,215.95,219.92,231.05,234.18,248.11,,28,965,36,28.13,
19.11.23 18:30:25,28.87,228.87,234.49,224.85,225.16,233.55,237,237.32,237.63,227.63,230.12,230.12,227.94,232.61,225.46,237,232.61,232.3,229.81,233.24,215.95,219.92,231.36,233.55,247.47,,28,965,36,28.13,
19.11.23 18:30:40,29.12,229.18,233.86,224.85,224.54,233.55,237.63,237.95,237.63,227.01,229.18,228.87,227.63,231.68,225.16,237,231.68,231.68,229.5,233.86,216.26,219.62,231.36,234.8,247.79,,28,965,36,28.11,
19.11.23 18:30:55,29.37,228.25,232.3,223.61,223.92,230.74,236.06,237.32,235.75,227.01,228.25,228.87,227.01,230.74,225.77,235.43,231.36,231.05,228.87,232.93,215.65,218.7,229.81,233.55,247.15,,28,965,36,28.11,
19.11.23 18:31:10,29.62,229.18,233.86,224.23,225.16,231.68,237.63,237.32,237.95,227.94,229.18,229.5,227.32,231.99,225.46,235.12,231.68,231.99,229.5,233.24,216.87,219.92,230.74,234.18,246.83,,28,965,36,28.11,
19.11.23 18:31:25,29.87,228.87,233.86,224.23,224.54,232.61,237,237.95,238.26,227.63,227.01,229.5,229.18,231.68,225.77,234.8,231.36,231.05,230.12,233.55,215.65,219.92,231.05,233.86,246.19,,28,965,36,28.1,
19.11.23 18:31:40,30.12,229.18,233.24,222.69,223.92,231.68,236.69,237,236.69,227.63,227.32,229.81,227.94,231.68,224.85,234.18,231.36,230.12,230.43,233.24,215.34,219.92,231.36,233.86,246.19,,28,965,36,28.11,
19.11.23 18:31:55,30.37,228.25,233.86,222.38,224.23,231.68,236.37,237,236.37,227.32,225.16,229.5,227.63,232.3,224.85,233.86,231.68,229.81,229.18,233.24,215.04,219.92,231.05,232.93,246.51,,28,965,36,28.1,
19.11.23 18:32:10,30.62,228.25,232.3,221.46,223.3,231.05,236.37,236.69,236.69,226.7,226.08,228.56,227.32,231.36,224.85,232.3,231.05,229.5,229.5,232.3,215.04,219.62,230.74,233.55,245.24,,28,965,36,28.08,
19.11.23 18:32:25,30.87,228.56,232.61,221.46,223.92,229.81,236.69,236.37,237,226.39,223.61,228.56,227.32,231.68,224.54,232.93,230.43,229.18,229.18,232.3,215.34,219.01,229.81,233.24,244.6,,28,965,36,28.08,
19.11.23 18:32:40,31.12,228.56,231.68,220.54,222.07,229.5,235.43,236.37,235.75,226.7,223.3,227.94,226.08,230.74,224.23,231.68,230.43,228.25,228.56,231.68,214.73,217.78,229.81,232.3,245.24,,28,965,36,28.08,
19.11.23 18:32:55,31.37,228.56,232.3,220.23,223.61,229.18,236.69,235.75,236.69,226.08,224.23,228.25,227.32,230.74,225.46,231.36,230.74,228.25,228.56,232.3,215.04,219.31,230.12,232.93,244.28,,28,965,36,28.08,
19.11.23 18:33:10,31.62,227.94,232.61,221.15,223.61,229.81,236.69,237,237,226.7,224.54,228.25,227.01,231.68,224.85,231.05,231.05,228.87,229.5,232.61,215.04,218.39,230.43,232.61,242.69,,28,965,36,28.07,
19.11.23 18:33:25,31.87,228.25,232.3,220.54,223.3,229.18,237,237.32,236.37,227.01,223,228.25,226.39,230.74,224.54,231.99,231.36,228.25,229.5,232.3,215.65,219.01,230.12,232.93,243.33,,28,965,36,28.05,
19.11.23 18:33:40,32.12,228.56,232.3,220.54,223.3,229.81,236.37,236.69,236.37,227.01,223.92,228.25,226.39,231.36,224.54,230.74,230.43,227.94,229.18,232.3,215.04,219.31,230.12,232.61,243.65,,28,965,36,28.05,
19.11.23 18:33:55,32.37,227.94,231.99,219.31,222.69,227.32,236.06,236.37,235.12,226.08,221.46,227.63,226.7,230.74,223.92,230.74,230.12,226.08,228.25,231.68,215.04,217.78,229.5,232.93,242.69,,28,965,36,28.04,
19.11.23 18:34:10,32.62,228.25,231.99,219.01,223.3,228.87,236.69,236.37,236.06,227.01,220.84,227.63,227.01,231.68,223.92,230.74,230.74,226.39,228.56,232.61,214.73,218.7,230.12,232.61,243.01,,28,965,36,28.04,
19.11.23 18:34:25,32.87,228.87,232.3,219.01,223,228.87,236.37,236.06,235.75,226.7,222.38,226.39,226.7,230.74,223.61,230.12,230.12,226.39,229.18,231.68,214.43,219.01,230.43,232.61,242.06,,28,965,36,28.04,
19.11.23 18:34:40,33.12,227.94,231.05,216.87,221.15,226.39,235.75,235.43,235.75,226.08,220.84,227.01,225.46,230.43,223,228.56,229.18,225.16,227.94,231.68,213.82,217.17,228.87,231.05,242.06,,28,965,36,28.04,
19.11.23 18:34:55,33.37,228.56,230.74,217.17,222.07,227.01,235.12,235.75,235.12,225.77,221.77,226.08,224.85,229.81,223.92,229.5,229.81,224.85,228.56,231.05,213.82,217.17,229.18,231.05,240.47,,28,965,36,28.01,
19.11.23 18:35:10,33.62,228.25,231.36,216.87,222.07,227.32,235.75,235.43,235.43,226.7,220.84,227.01,226.39,231.05,223.92,229.18,229.81,225.46,228.25,231.68,214.13,218.39,229.18,231.68,240.16,,28,965,36,28.01,
19.11.23 18:35:25,33.87,228.87,230.74,217.78,222.38,227.63,235.75,236.06,236.37,226.08,220.23,226.7,225.16,231.05,223.61,228.56,229.81,225.77,228.56,231.99,214.13,218.09,230.12,231.36,241.11,,28,965,36,28.01,
19.11.23 18:35:40,34.12,227.63,231.05,217.48,221.77,226.39,236.06,235.43,235.43,226.7,220.54,227.63,226.39,231.05,224.23,228.56,230.12,224.23,229.5,232.61,215.04,217.17,229.5,232.3,240.16,,28,965,36,28.01,
19.11.23 18:35:55,34.37,227.94,231.36,215.65,221.77,224.85,235.75,236.06,235.12,226.08,220.54,227.01,224.85,231.05,223.92,228.56,230.43,223.92,228.56,231.99,213.52,218.09,229.18,231.36,240.47,,28,965,36,28.01,
19.11.23 18:36:10,34.62,228.56,231.05,215.34,220.23,224.85,235.12,235.75,234.49,226.39,219.62,226.39,225.46,230.74,223,227.63,229.18,224.54,228.25,231.36,213.52,217.78,229.5,231.36,240.16,,28,965,36,28,
19.11.23 18:36:25,34.87,227.94,231.68,216.56,221.46,225.16,235.43,235.43,235.12,226.39,220.84,226.39,226.08,231.05,223.92,227.94,229.5,223.61,228.25,231.68,213.82,217.78,229.5,231.05,239.53,,28,965,36,28.01,
19.11.23 18:36:40,35.12,228.25,230.74,215.34,221.15,223.3,236.06,235.43,234.8,226.7,220.23,225.46,225.77,231.68,224.23,227.01,228.87,224.54,228.25,231.68,214.73,217.17,229.5,231.36,239.21,,28,965,36,28,
19.11.23 18:36:55,35.37,228.25,230.74,215.04,220.54,226.08,236.37,236.06,235.12,226.7,219.01,226.08,225.46,230.43,223.92,227.01,230.12,223,229.5,231.68,214.13,217.48,229.81,231.68,238.89,,28,965,36,27.99,
19.11.23 18:37:10,35.62,228.25,230.43,214.73,221.46,225.46,235.12,235.43,235.43,226.7,220.23,226.39,224.54,230.74,224.23,227.63,229.18,223,228.87,231.99,214.43,216.56,229.18,231.68,238.58,,28,965,36,27.99,
19.11.23 18:37:25,35.87,227.94,231.05,214.43,219.62,224.23,235.12,234.49,234.18,226.39,217.78,225.77,223.92,229.81,223.61,227.01,228.87,222.38,228.25,231.05,213.52,216.26,227.94,231.05,237.95,,28,965,36,27.99,
19.11.23 18:37:40,36.12,228.25,230.74,214.13,220.23,224.85,236.37,235.43,234.8,226.08,217.78,225.77,224.54,230.74,222.38,226.39,228.87,223,228.87,231.99,213.52,217.17,229.5,231.36,238.58,,28,965,36,27.97,
19.11.23 18:37:55,36.37,227.63,230.43,212.91,219.62,225.16,235.43,235.12,234.8,226.39,216.87,225.77,224.85,229.5,223.61,225.77,228.25,221.77,228.25,230.74,213.82,216.56,228.25,230.74,237.63,,28,965,36,27.97,
19.11.23 18:38:10,36.62,228.25,230.74,213.22,220.84,223.92,236.06,235.43,234.8,227.01,217.78,226.08,224.54,231.36,223.92,226.08,229.5,222.69,228.56,231.36,213.22,216.26,229.5,231.36,237,,28,965,36,27.97,
19.11.23 18:38:25,36.87,227.63,229.81,212.91,220.23,223,235.12,235.43,233.86,225.16,217.48,225.16,224.23,229.81,222.69,224.85,229.18,221.77,227.94,229.81,213.22,215.65,228.87,229.81,238.26,,28,965,36,27.97,
19.11.23 18:38:40,37.12,227.63,229.81,212.31,219.62,223.61,234.49,234.18,234.18,225.77,216.26,224.85,224.23,229.81,223.61,224.85,228.87,222.38,227.63,231.05,212.61,215.65,228.25,230.43,235.43,,28,965,36,27.97,
19.11.23 18:38:55,37.37,227.63,229.5,212.31,220.23,223.61,234.18,234.49,233.55,225.77,216.87,224.54,223,229.5,222.69,224.85,228.25,220.54,227.94,230.12,213.22,215.04,228.25,230.43,236.37,,28,965,36,27.96,
19.11.23 18:39:10,37.62,227.94,229.81,211.7,219.62,223.92,235.43,234.18,234.18,225.77,215.95,224.85,223.92,229.81,223,225.77,229.18,222.07,228.25,230.43,212.61,215.95,228.25,230.12,235.75,,28,965,36,27.96,
19.11.23 18:39:25,37.87,227.01,229.18,210.49,218.39,222.38,233.86,233.24,233.24,225.77,215.04,224.54,223,229.81,222.69,224.54,227.94,219.92,228.25,229.5,212.61,215.04,227.32,229.81,234.49,,28,965,36,27.94,
19.11.23 18:39:40,38.12,227.94,230.12,212,219.62,222.38,235.43,233.86,233.86,226.39,216.26,225.46,223.61,230.12,222.38,224.85,228.25,221.15,228.56,231.05,213.52,216.26,227.63,230.43,235.75,,28,965,36,27.93,
19.11.23 18:39:55,38.37,227.32,228.87,211.4,218.39,222.07,234.18,234.8,233.24,225.77,215.04,224.54,223.3,229.81,223.3,224.23,227.94,220.54,228.56,230.12,212.61,214.13,227.94,229.5,234.49,,28,965,36,27.93,
19.11.23 18:40:10,38.62,227.63,229.81,209.89,219.01,221.46,234.49,234.18,233.86,225.77,213.22,224.85,222.38,229.81,222.38,224.23,227.63,219.62,228.25,230.43,212.31,214.43,227.94,229.5,234.18,,28,965,36,27.93,
19.11.23 18:40:25,38.87,227.32,230.12,209.89,219.01,222.38,234.8,234.49,232.93,226.08,215.04,224.85,223.3,230.74,222.69,224.85,228.25,220.84,228.56,230.43,213.22,214.73,228.25,229.81,234.49,,28,965,36,27.93,
19.11.23 18:40:40,39.12,227.32,229.18,208.68,219.01,221.77,234.18,234.18,232.61,225.46,212.91,224.54,222.69,229.81,222.69,224.23,227.32,219.92,227.63,229.81,211.7,214.73,226.7,229.5,233.55,,28,965,36,27.91,
19.11.23 18:40:55,39.37,227.94,229.81,209.89,219.31,221.46,235.12,234.18,232.93,226.39,214.13,225.16,223.61,229.81,222.38,224.54,227.63,219.62,228.56,229.81,212.61,215.04,227.01,229.18,233.24,,28,965,36,27.9,
19.11.23 18:41:10,39.62,227.01,228.87,208.38,217.78,219.62,232.93,233.24,232.61,225.16,211.7,223.61,221.77,229.18,221.46,223,227.01,219.92,226.7,228.87,211.7,213.22,226.39,228.87,233.55,,28,965,36,27.9,
19.11.23 18:41:25,39.87,226.7,229.5,208.98,217.78,220.23,234.49,233.86,232.93,225.77,212.61,223.61,221.77,229.5,223,223,227.63,219.31,227.94,229.5,212,213.82,227.01,228.87,232.3,,28,965,36,27.9,
19.11.23 18:41:40,40.12,227.32,228.87,208.38,219.62,220.54,233.86,234.18,232.61,226.08,212.31,223.61,223.3,229.5,223,222.07,226.7,219.01,227.63,230.12,211.7,214.13,227.01,229.5,232.93,,28,965,36,27.91,
19.11.23 18:41:55,40.37,227.63,229.18,207.78,218.39,219.31,234.49,234.8,233.24,225.77,211.7,223.92,222.38,228.87,222.07,222.07,227.01,219.62,227.94,230.12,212,214.13,227.63,229.18,231.99,,28,965,36,27.9,
19.11.23 18:42:10,40.62,227.94,228.87,207.48,217.17,219.62,233.86,233.24,232.3,226.08,210.49,223.61,221.77,229.18,221.77,221.46,226.7,218.7,228.25,229.81,211.4,214.43,227.01,228.56,231.99,,28,965,36,27.89,
19.11.23 18:42:25,40.87,227.32,228.25,207.78,217.78,219.01,234.18,232.61,232.3,224.85,210.19,223,221.46,228.87,221.77,220.54,226.08,218.39,227.32,229.5,211.7,213.52,226.7,228.56,231.68,,28,965,36,27.89,
19.11.23 18:42:40,41.12,228.25,227.94,206.28,217.48,219.92,233.55,232.93,231.99,224.23,210.79,222.07,221.77,229.81,222.07,221.46,227.01,218.09,227.63,229.5,211.1,213.52,226.08,229.18,231.99,,28,965,36,27.89,
19.11.23 18:42:55,41.37,227.63,229.18,207.48,218.09,219.01,234.8,232.61,233.24,225.77,209.29,223,221.77,229.5,221.77,222.38,227.32,218.09,227.63,229.81,212,214.43,226.7,228.87,231.68,,28,965,36,27.88,
19.11.23 18:43:10,41.62,227.63,228.87,206.58,217.48,219.62,234.49,233.55,232.93,225.46,209.59,223,221.46,229.5,222.07,222.07,227.32,217.78,228.87,229.81,211.7,213.82,227.32,228.87,231.05,,28,965,36,27.88,
19.11.23 18:43:25,41.87,227.63,227.32,205.98,216.56,218.39,233.86,232.93,231.99,225.46,209.29,222.07,220.84,228.56,220.84,220.54,224.85,217.17,227.32,229.18,211.1,212.91,226.39,227.94,231.36,,28,965,36,27.88,
19.11.23 18:43:40,42.12,227.32,228.87,206.88,217.78,218.39,233.55,233.24,232.93,225.46,209.29,222.69,221.15,228.56,221.77,220.54,226.7,218.39,227.32,229.5,211.7,213.52,226.39,228.56,231.05,,28,965,36,27.88,
19.11.23 18:43:55,42.37,227.94,227.94,205.38,216.87,218.7,233.86,232.93,231.99,225.16,207.78,222.07,220.84,228.87,222.07,220.54,226.7,218.09,227.01,229.18,211.7,212.91,227.01,228.56,230.12,,28,965,36,27.88,
19.11.23 18:44:10,42.62,227.63,228.56,205.68,217.78,219.01,234.49,233.24,232.61,226.39,208.08,223.92,220.23,228.87,222.07,219.92,226.08,217.48,228.25,229.81,211.7,213.52,226.7,229.18,229.18,,28,965,36,27.86,
19.11.23 18:44:25,42.87,227.32,228.25,204.78,215.65,218.09,234.49,232.93,231.36,225.16,208.68,222.38,220.23,228.87,222.38,219.31,225.77,218.09,227.32,228.87,211.1,212.61,226.08,227.94,228.87,,28,965,36,27.86,
19.11.23 18:44:40,43.12,227.63,227.63,205.08,215.95,217.78,233.86,233.55,232.3,225.77,206.88,221.77,221.15,229.18,221.77,219.62,225.77,216.56,228.25,228.56,211.7,213.52,226.7,228.25,229.81,,28,965,36,27.88,
19.11.23 18:44:55,43.37,227.94,228.56,204.18,216.87,219.31,233.86,232.61,232.3,226.08,207.78,222.69,221.15,228.87,222.07,219.62,226.7,216.56,227.01,228.87,210.79,212.91,226.08,228.25,229.5,,28,965,36,27.86,
19.11.23 18:45:10,43.62,228.25,228.56,204.18,217.17,218.09,234.18,233.86,232.61,225.77,209.29,222.69,219.62,229.18,222.38,219.62,226.7,217.78,228.25,229.5,210.79,212.91,226.7,228.56,228.87,,28,965,36,27.86,
19.11.23 18:45:25,43.87,227.32,227.94,203.28,216.56,217.78,233.24,232.61,231.68,224.54,206.88,221.77,220.23,228.56,221.46,219.01,226.39,216.87,227.32,228.87,211.1,212.31,225.46,227.63,228.25,,28,965,36,27.86,
19.11.23 18:45:40,44.12,227.63,226.39,203.58,216.26,216.26,232.93,231.68,230.43,225.16,206.28,221.15,219.62,228.25,221.15,220.23,225.16,216.56,227.01,228.87,210.79,212,224.54,227.63,227.94,,28,965,36,27.86,
19.11.23 18:45:55,44.37,227.94,226.7,202.99,216.26,217.48,233.55,232.93,231.36,225.46,206.28,221.15,219.62,228.56,221.77,218.39,225.77,215.95,227.32,228.25,210.79,211.1,225.46,228.25,228.25,,28,965,36,27.86,
19.11.23 18:46:10,44.62,227.94,226.7,202.09,215.65,216.87,233.24,232.3,230.12,224.54,205.08,220.84,219.01,228.56,221.46,218.09,225.16,215.65,227.32,228.25,210.79,211.7,225.46,227.01,226.39,,28,965,36,27.86,
19.11.23 18:46:25,44.87,227.63,226.7,201.79,215.34,217.78,233.86,232.3,231.05,226.39,205.98,221.77,219.62,229.18,221.46,219.01,225.46,216.87,227.63,228.87,211.1,212,225.46,227.94,227.94,,28,965,36,27.86,
19.11.23 18:46:40,45.12,227.63,227.63,202.39,216.26,217.78,233.55,231.99,231.05,225.16,205.68,221.15,218.39,228.25,221.77,217.78,225.16,215.95,227.32,228.56,210.49,211.4,224.85,227.63,226.7,,28,965,36,27.86,
19.11.23 18:46:55,45.37,227.63,227.94,202.09,215.65,216.56,233.55,232.61,231.36,225.77,205.08,221.46,218.7,228.56,220.84,217.48,225.46,217.48,227.63,229.18,210.79,211.1,225.16,227.32,227.01,,28,965,36,27.86,
19.11.23 18:47:10,45.62,228.25,227.94,201.5,215.04,215.04,233.86,232.3,231.68,225.77,205.68,222.38,219.62,229.18,221.15,216.87,225.77,217.17,227.94,229.5,211.4,211.7,225.77,227.94,227.01,,28,965,36,27.86,
19.11.23 18:47:25,45.87,227.94,226.08,200.6,213.52,215.95,232.93,231.68,231.68,224.85,204.18,220.54,218.39,229.18,220.84,216.56,224.54,215.95,227.94,228.56,210.79,211.1,224.85,226.7,226.7,,28,965,36,27.86,
19.11.23 18:47:40,46.12,227.63,226.08,200.3,215.04,215.95,232.93,231.68,230.74,224.85,204.48,219.92,218.39,228.25,221.46,216.26,224.54,215.65,226.7,228.25,210.19,211.1,224.23,227.01,226.08,,28,965,36,27.86,
19.11.23 18:47:55,46.37,227.94,227.01,200.6,215.04,215.65,233.86,232.61,230.12,225.46,204.48,221.15,219.01,228.87,221.77,216.26,225.46,215.34,227.63,229.18,210.19,210.19,225.77,227.63,226.08,,28,965,36,27.85,
19.11.23 18:48:10,46.62,227.32,226.7,199.12,214.73,214.43,232.93,231.99,230.43,224.85,204.18,220.84,217.78,227.94,220.54,215.65,223.92,215.34,226.7,228.87,210.19,210.19,224.54,226.39,224.23,,28,965,36,27.85,
19.11.23 18:48:25,46.87,227.63,226.39,199.71,214.13,213.52,232.93,231.36,229.5,224.85,202.69,220.54,217.17,228.25,220.84,215.04,223.61,214.43,227.32,227.63,209.59,210.79,225.16,226.7,224.85,,28,965,36,27.83,
19.11.23 18:48:40,47.12,227.01,226.7,199.71,216.56,215.34,233.24,232.3,231.05,225.46,204.48,220.54,217.78,228.87,220.54,215.34,225.16,214.73,227.32,228.87,209.59,210.19,224.54,226.7,224.23,,28,965,36,27.86,
19.11.23 18:48:55,47.37,227.63,226.39,198.23,213.82,214.43,232.93,231.99,229.5,225.46,203.28,219.92,217.17,228.25,221.15,214.73,224.23,214.73,227.63,228.56,209.29,209.59,224.54,226.7,224.85,,28,965,36,27.86,
19.11.23 18:49:10,47.62,227.01,226.7,199.12,213.82,213.82,233.24,232.3,229.81,225.77,202.09,219.92,217.48,227.63,220.84,214.73,224.23,214.43,227.32,227.32,210.19,209.59,224.23,226.39,223.61,,28,965,36,27.85,
19.11.23 18:49:25,47.87,227.63,227.01,199.71,215.04,214.13,232.93,231.99,231.05,226.39,203.28,220.54,218.39,228.87,221.15,215.34,224.54,213.82,227.63,228.56,210.79,210.19,225.16,227.32,223.92,,28,965,36,27.85,
19.11.23 18:49:40,48.12,227.01,225.46,197.93,213.22,213.52,232.93,231.68,230.12,225.46,202.39,219.62,217.48,227.94,220.23,214.43,224.23,214.13,227.01,228.25,209.29,209.59,223.61,226.39,223.61,,28,965,36,27.85,
19.11.23 18:49:55,48.37,227.32,226.39,198.23,214.13,213.52,232.93,231.99,230.74,225.16,201.2,220.54,217.17,228.56,220.84,214.73,224.23,214.13,227.32,228.25,209.59,208.98,224.23,227.01,223,,28,965,36,27.82,
19.11.23 18:50:10,48.62,227.01,226.08,197.64,214.43,214.13,233.24,232.3,229.18,225.16,200.3,219.62,216.56,227.63,220.54,214.43,223,213.52,227.01,228.25,208.98,208.98,224.23,226.7,223,,28,965,36,27.82,
19.11.23 18:50:25,48.87,226.7,226.39,197.34,214.13,212.61,232.93,232.3,230.43,225.46,200.6,220.23,216.87,228.87,220.84,214.43,223.92,213.82,227.32,227.63,209.89,209.89,224.54,226.39,222.69,,28,965,36,27.83,
19.11.23 18:50:40,49.12,227.94,226.39,196.75,213.82,212.61,232.93,231.36,229.5,224.54,202.09,219.31,217.17,228.56,220.23,214.43,222.69,212.91,227.01,227.94,209.59,209.29,224.23,226.39,222.69,,28,965,36,27.82,
19.11.23 18:50:55,49.37,227.32,227.01,197.64,214.13,212.61,232.93,231.99,230.43,226.39,201.79,219.92,216.87,228.87,221.15,215.04,224.23,213.22,227.63,228.87,210.79,209.89,224.85,226.08,221.46,,28,965,36,27.82,
19.11.23 18:51:10,49.62,227.01,226.39,196.45,213.52,211.7,232.93,231.36,230.12,225.46,200.3,218.39,216.56,228.25,220.54,213.22,223.3,212.91,226.7,228.25,208.98,208.38,223.3,226.08,221.15,,28,965,36,27.83,
19.11.23 18:51:25,49.87,227.63,226.39,197.04,213.52,211.7,232.3,231.05,230.12,225.46,199.41,219.31,217.17,228.56,220.84,213.82,223,214.13,228.25,227.63,209.89,209.29,223.3,226.08,220.54,,28,965,36,27.8,
19.11.23 18:51:40,50.12,227.63,225.46,194.98,213.52,209.59,231.68,231.05,228.87,224.23,198.23,218.09,215.04,227.01,219.92,212,223.3,212,227.32,227.32,208.98,208.08,223.61,226.39,220.84,,28,965,36,27.8,
19.11.23 18:51:55,50.37,227.63,226.7,195.86,213.52,210.19,232.3,230.74,229.81,225.16,198.82,219.31,216.26,228.56,220.23,212.31,223.61,212.91,227.01,227.94,209.29,208.68,223.92,225.77,220.54,,28,965,36,27.8,
19.11.23 18:52:10,50.62,226.7,226.08,194.98,212.61,210.79,231.99,231.36,228.87,224.85,198.23,218.7,216.26,228.87,219.31,212.61,223,212,227.94,227.63,209.59,208.68,223.61,225.77,220.54,,28,965,36,27.8,
19.11.23 18:52:25,50.87,227.32,226.08,194.68,212.91,210.49,232.93,230.74,228.87,224.23,198.52,218.7,215.95,227.94,220.23,211.1,222.38,212.61,226.7,227.32,209.29,208.08,223,226.08,219.62,,28,965,36,27.82,
19.11.23 18:52:40,51.12,227.32,226.7,194.98,213.52,211.4,232.93,231.68,229.18,225.77,198.52,219.01,216.56,228.56,220.54,212,223.3,212.61,227.63,227.94,209.29,208.68,223.61,226.7,220.23,,28,965,36,27.8,
19.11.23 18:52:55,51.37,227.32,225.77,194.09,213.82,209.59,233.24,231.99,229.18,225.16,198.23,219.01,215.65,228.25,219.92,212.31,223,212,227.63,227.94,208.98,207.78,223.61,226.7,219.62,,28,965,36,27.8,
19.11.23 18:53:10,51.62,227.01,225.77,193.21,212,209.29,231.68,231.36,228.87,225.46,197.93,218.7,214.73,228.25,220.23,211.1,222.38,211.4,227.63,227.63,208.68,207.78,223.3,224.85,219.92,,28,965,36,27.8,