"","Species","colony_id","avg_temp_interval","Temperature","Light","Run","micromol.cm2.s","micromol.cm2.h","Stage"
"1","P. grandis","POG-101",17.1152395833333,"17","0","Run3",-9.77898742348142e-05,-0.352043547245331,"Adult"
"2","P. grandis","POG-101",17.1262078431373,"17","560","Run3",4.50319771473233e-05,0.162115117730364,"Adult"
"3","P. grandis","POG-101",21.4198635416667,"21","0","Run3",-0.0001182072743738,-0.425546187745679,"Adult"
"4","P. grandis","POG-101",21.627915,"21","560","Run3",7.55412132996934e-05,0.271948367878896,"Adult"
"5","P. grandis","POG-101",24.37779375,"24","0","Run3",-0.000140007864120394,-0.504028310833418,"Adult"
"6","P. grandis","POG-101",24.6642673333333,"24","560","Run3",0.000101538283408354,0.365537820270074,"Adult"
"7","P. grandis","POG-101",28.1445911764706,"28","0","Run3",-0.000155607934122719,-0.560188562841788,"Adult"
"8","P. grandis","POG-101",28.6042703703704,"28","560","Run3",0.000111122031511706,0.400039313442143,"Adult"
"9","P. grandis","POG-101",29.9435546296296,"30","0","Run3",-0.00017244068964962,-0.620786482738632,"Adult"
"10","P. grandis","POG-101",30.4317,"30","560","Run3",0.000123954810213712,0.446237316769364,"Adult"
"11","P. grandis","POG-101",31.6834362745098,"32","0","Run3",-0.000180691198218677,-0.650488313587238,"Adult"
"12","P. grandis","POG-101",31.8713225490196,"32","560","Run3",7.35034544729183e-05,0.264612436102506,"Adult"
"13","P. grandis","POG-101",34.5764893939394,"35","0","Run3",-0.000212453573743455,-0.764832865476439,"Adult"
"14","P. grandis","POG-101",34.9128725490196,"35","560","Run3",2.01982624567998e-05,0.0727137448444793,"Adult"
"15","P. grandis","POG-101",37.2353259259259,"38","0","Run3",-0.000134115261111186,-0.48281494000027,"Adult"
"16","P. grandis","POG-101",37.2840225490196,"38","560","Run3",-0.00016118245041676,-0.580256821500335,"Adult"
"17","P. grandis","POG-101",40.0850477777778,"40","0","Run3",-6.04958531188433e-05,-0.217785071227836,"Adult"
"18","P. grandis","POG-101",40.1628881118881,"40","560","Run3",-0.000221581151952472,-0.7976921470289,"Adult"
"19","P. grandis","POG-102",17.3388208333333,"17","0","Run3",-9.06211642567941e-05,-0.326236191324459,"Adult"
"20","P. grandis","POG-102",17.3295901960784,"17","560","Run3",0.000126731845438079,0.456234643577086,"Adult"
"21","P. grandis","POG-102",21.6365145833333,"21","0","Run3",-0.00012305318057175,-0.4429914500583,"Adult"
"22","P. grandis","POG-102",21.8326058333333,"21","560","Run3",0.000147766608617801,0.531959791024085,"Adult"
"23","P. grandis","POG-102",24.5809760416667,"24","0","Run3",-0.000139586556575926,-0.502511603673335,"Adult"
"24","P. grandis","POG-102",24.8805826666667,"24","560","Run3",0.000189579869716083,0.682487530977899,"Adult"
"25","P. grandis","POG-102",28.3599029411765,"28","0","Run3",-0.00014598918349473,-0.525561060581027,"Adult"
"26","P. grandis","POG-102",28.8744453703704,"28","560","Run3",0.000209058425928282,0.752610333341814,"Adult"
"27","P. grandis","POG-102",30.1360537037037,"30","0","Run3",-0.000159602740780475,-0.57456986680971,"Adult"
"28","P. grandis","POG-102",30.6215903508772,"30","560","Run3",0.000228535562484582,0.822728024944497,"Adult"
"29","P. grandis","POG-102",31.8229284313725,"32","0","Run3",-0.000177730745415526,-0.639830683495893,"Adult"
"30","P. grandis","POG-102",32.1019843137255,"32","560","Run3",0.000169656787645737,0.610764435524654,"Adult"
"31","P. grandis","POG-102",34.778503030303,"35","0","Run3",-0.000205050688333399,-0.738182478000237,"Adult"
"32","P. grandis","POG-102",35.1327539215686,"35","560","Run3",0.000140977438618432,0.507518779026356,"Adult"
"33","P. grandis","POG-102",37.4149777777778,"38","0","Run3",-0.000147815601808421,-0.532136166510315,"Adult"
"34","P. grandis","POG-102",37.4172049019608,"38","560","Run3",-5.6913552793094e-05,-0.204888790055138,"Adult"
"35","P. grandis","POG-102",40.0053155555556,"40","0","Run3",-0.000105478501489905,-0.379722605363658,"Adult"
"36","P. grandis","POG-102",39.8987525,"40","560","Run3",-0.000160520213709581,-0.577872769354492,"Adult"
"37","P. grandis","POG-103",17.4128979166667,"17","0","Run5",-9.8948928810234e-05,-0.356216143716843,"Adult"
"38","P. grandis","POG-103",17.232655,"17","560","Run5",-1.12499805561332e-07,-0.000404999300020796,"Adult"
"39","P. grandis","POG-103",21.546003125,"21","0","Run5",-0.000117875875638675,-0.42435315229923,"Adult"
"40","P. grandis","POG-103",21.8177039215686,"21","560","Run5",3.42214296801798e-05,0.123197146848647,"Adult"
"41","P. grandis","POG-103",24.2273960784314,"24","0","Run5",-0.000117954551693392,-0.424636386096211,"Adult"
"42","P. grandis","POG-103",24.3265647058824,"24","560","Run5",6.19441804476416e-05,0.22299904961151,"Adult"
"43","P. grandis","POG-103",27.872409375,"28","0","Run5",-0.000142530655339362,-0.513110359221703,"Adult"
"44","P. grandis","POG-103",27.8682287037037,"28","560","Run5",0.000113709788751604,0.409355239505773,"Adult"
"45","P. grandis","POG-103",29.7385657894737,"30","0","Run5",-0.000158151227473347,-0.56934441890405,"Adult"
"46","P. grandis","POG-103",29.6556960784314,"30","560","Run5",0.000116227244758603,0.418418081130971,"Adult"
"47","P. grandis","POG-103",31.9482916666667,"32","0","Run5",-0.000152986438256784,-0.550751177724423,"Adult"
"48","P. grandis","POG-103",31.6370946969697,"32","560","Run5",0.000131550101253766,0.473580364513559,"Adult"
"49","P. grandis","POG-103",34.4538351851852,"35","0","Run5",-0.000185243937714531,-0.666878175772313,"Adult"
"50","P. grandis","POG-103",34.6369764705882,"35","560","Run5",1.80559038523944e-05,0.0650012538686198,"Adult"
"51","P. grandis","POG-103",37.2069302083333,"38","0","Run5",-0.000103443215938257,-0.372395577377724,"Adult"
"52","P. grandis","POG-103",37.8202481481481,"38","560","Run5",-8.61290659204368e-05,-0.310064637313572,"Adult"
"53","P. grandis","POG-103",39.09755625,"40","0","Run5",-0.000122126677790498,-0.439656040045792,"Adult"
"54","P. grandis","POG-103",39.5201009803922,"40","560","Run5",-0.000131218861329343,-0.472387900785634,"Adult"
"55","P. grandis","POG-104",17.73721875,"17","0","Run4",-9.30950211772907e-05,-0.335142076238247,"Adult"
"56","P. grandis","POG-104",17.7277049019608,"17","560","Run4",0.000120881007424218,0.435171626727186,"Adult"
"57","P. grandis","POG-104",21.7372903508772,"21","0","Run4",-0.000114464003974733,-0.412070414309039,"Adult"
"58","P. grandis","POG-104",22.1982205882353,"21","560","Run4",0.000153964234687025,0.554271244873291,"Adult"
"59","P. grandis","POG-104",24.5428780701754,"24","0","Run4",-0.000123508488456914,-0.44463055844489,"Adult"
"60","P. grandis","POG-104",24.8311901960784,"24","560","Run4",0.000197085687743293,0.709508475875854,"Adult"
"61","P. grandis","POG-104",28.2847166666667,"28","0","Run4",-0.000174075372435124,-0.626671340766446,"Adult"
"62","P. grandis","POG-104",28.4445862745098,"28","560","Run4",0.000263697911147971,0.949312480132697,"Adult"
"63","P. grandis","POG-104",30.3143802083333,"30","0","Run4",-0.00018172753425604,-0.654219123321743,"Adult"
"64","P. grandis","POG-104",30.8816805555556,"30","560","Run4",0.000236218408184588,0.850386269464517,"Adult"
"65","P. grandis","POG-104",32.1343052083333,"32","0","Run4",-0.000322348462307059,-1.16045446430541,"Adult"
"66","P. grandis","POG-104",32.4169558333333,"32","560","Run4",0.000174123103289364,0.62684317184171,"Adult"
"67","P. grandis","POG-104",34.6485055555556,"35","0","Run4",-0.000232475208997763,-0.836910752391948,"Adult"
"68","P. grandis","POG-104",34.6881274509804,"35","560","Run4",0.000106135337564761,0.382087215233138,"Adult"
"69","P. grandis","POG-104",37.5504637254902,"38","0","Run4",-0.000153990067553582,-0.554364243192895,"Adult"
"70","P. grandis","POG-104",37.7451027777778,"38","560","Run4",-0.000184688700029477,-0.664879320106116,"Adult"
"71","P. grandis","POG-104",38.1578677083333,"40","0","Run4",-0.000174656759010158,-0.628764332436568,"Adult"
"72","P. grandis","POG-104",38.9961740740741,"40","560","Run4",-0.000108919097775773,-0.392108751992783,"Adult"
"73","P. grandis","POG-105",17.1238958333333,"17","0","Run3",-4.74489323533167e-05,-0.17081615647194,"Adult"
"74","P. grandis","POG-105",17.161887254902,"17","560","Run3",4.8621484851746e-05,0.175037345466286,"Adult"
"75","P. grandis","POG-105",21.436609375,"21","0","Run3",-8.00461184731811e-05,-0.288166026503452,"Adult"
"76","P. grandis","POG-105",21.6570725,"21","560","Run3",7.45641484773328e-05,0.268430934518398,"Adult"
"77","P. grandis","POG-105",24.4023052083333,"24","0","Run3",-8.88578735935573e-05,-0.319888344936806,"Adult"
"78","P. grandis","POG-105",24.715938,"24","560","Run3",9.7270068671277e-05,0.350172247216597,"Adult"
"79","P. grandis","POG-105",28.1931,"28","0","Run3",-8.9162386254042e-05,-0.320984590514551,"Adult"
"80","P. grandis","POG-105",28.6952796296296,"28","560","Run3",0.000119574597997916,0.430468552792496,"Adult"
"81","P. grandis","POG-105",29.9944972222222,"30","0","Run3",-0.000106574223420598,-0.383667204314151,"Adult"
"82","P. grandis","POG-105",30.5669026315789,"30","560","Run3",0.000113184531071585,0.407464311857705,"Adult"
"83","P. grandis","POG-105",31.7499245098039,"32","0","Run3",-0.000119601480911684,-0.430565331282063,"Adult"
"84","P. grandis","POG-105",31.9815588235294,"32","560","Run3",8.75820965717013e-05,0.315295547658125,"Adult"
"85","P. grandis","POG-105",34.6740196969697,"35","0","Run3",-0.000126659251848552,-0.455973306654786,"Adult"
"86","P. grandis","POG-105",35.0691549019608,"35","560","Run3",5.48425378580547e-05,0.197433136288997,"Adult"
"87","P. grandis","POG-105",37.3622546296296,"38","0","Run3",-7.98567242827511e-05,-0.287484207417904,"Adult"
"88","P. grandis","POG-105",37.4488166666667,"38","560","Run3",-6.71715674232062e-05,-0.241817642723542,"Adult"
"89","P. grandis","POG-105",40.16539,"40","0","Run3",-6.50387699980001e-05,-0.2341395719928,"Adult"
"90","P. grandis","POG-105",40.1198647058823,"40","560","Run3",-0.000120241200730898,-0.432868322631232,"Adult"
"91","P. grandis","POG-106",17.6197302083333,"17","0","Run4",-0.000114132415724256,-0.410876696607321,"Adult"
"92","P. grandis","POG-106",17.4966921568627,"17","560","Run4",7.93354652942871e-05,0.285607675059434,"Adult"
"93","P. grandis","POG-106",21.6768815789474,"21","0","Run4",-0.000108657121219687,-0.391165636390872,"Adult"
"94","P. grandis","POG-106",22.2244088235294,"21","560","Run4",0.00015733716968376,0.566413810861538,"Adult"
"95","P. grandis","POG-106",24.3610780701754,"24","0","Run4",-0.000122292734172719,-0.440253843021787,"Adult"
"96","P. grandis","POG-106",24.4473235294118,"24","560","Run4",0.000187734257441307,0.675843326788705,"Adult"
"97","P. grandis","POG-106",28.1465519607843,"28","0","Run4",-0.000153009120168503,-0.550832832606611,"Adult"
"98","P. grandis","POG-106",28.2141264705882,"28","560","Run4",0.000190249294191858,0.684897459090688,"Adult"
"99","P. grandis","POG-106",30.1451104166667,"30","0","Run4",-0.000169506443121931,-0.610223195238952,"Adult"
"100","P. grandis","POG-106",30.6279018518519,"30","560","Run4",0.0001695088220643,0.610231759431482,"Adult"
"101","P. grandis","POG-106",31.8396416666667,"32","0","Run4",-0.00019075596288159,-0.686721466373723,"Adult"
"102","P. grandis","POG-106",32.2205433333333,"32","560","Run4",9.83369908376174e-05,0.354013167015423,"Adult"
"103","P. grandis","POG-106",34.3529537037037,"35","0","Run4",-0.000239083827030791,-0.860701777310848,"Adult"
"104","P. grandis","POG-106",34.3230745098039,"35","560","Run4",5.088108150304e-05,0.183171893410944,"Adult"
"105","P. grandis","POG-106",37.3121833333333,"38","0","Run4",-0.000139552850825112,-0.502390262970403,"Adult"
"106","P. grandis","POG-106",37.6644888888889,"38","560","Run4",-0.000153528607882395,-0.552702988376621,"Adult"
"107","P. grandis","POG-106",38.0210729166667,"40","0","Run4",-0.000129805607320804,-0.467300186354895,"Adult"
"108","P. grandis","POG-106",38.8069703703704,"40","560","Run4",-7.85416223904053e-05,-0.282749840605459,"Adult"
"109","P. grandis","POG-107",17.468625,"17","0","Run5",-0.000100229435810257,-0.360825968916924,"Adult"
"110","P. grandis","POG-107",17.3315366666667,"17","560","Run5",0.000105070221283327,0.378252796619979,"Adult"
"111","P. grandis","POG-107",21.6196510416667,"21","0","Run5",-0.000119656291390421,-0.430762649005515,"Adult"
"112","P. grandis","POG-107",21.9485774509804,"21","560","Run5",0.000181195202892396,0.652302730412627,"Adult"
"113","P. grandis","POG-107",24.2724705882353,"24","0","Run5",-0.000140429777734452,-0.505547199844029,"Adult"
"114","P. grandis","POG-107",24.3315176470588,"24","560","Run5",0.00022400888558929,0.806431988121444,"Adult"
"115","P. grandis","POG-107",28.026,"28","0","Run5",-0.00017572526106318,-0.632610939827447,"Adult"
"116","P. grandis","POG-107",28.0322731481481,"28","560","Run5",0.000276978560819621,0.997122818950635,"Adult"
"117","P. grandis","POG-107",29.8315342105263,"30","0","Run5",-0.000198876135978704,-0.715954089523334,"Adult"
"118","P. grandis","POG-107",29.8065156862745,"30","560","Run5",0.000291831958927417,1.0505950521387,"Adult"
"119","P. grandis","POG-107",32.0318666666667,"32","0","Run5",-0.000228656088780152,-0.823161919608548,"Adult"
"120","P. grandis","POG-107",31.6306212121212,"32","560","Run5",0.000344703990579001,1.2409343660844,"Adult"
"121","P. grandis","POG-107",34.423425,"35","0","Run5",-0.000237394927998106,-0.85462174079318,"Adult"
"122","P. grandis","POG-107",34.526118627451,"35","560","Run5",0.0001841855651388,0.66306803449968,"Adult"
"123","P. grandis","POG-107",37.3753770833333,"38","0","Run5",-0.000119601110699619,-0.430563998518628,"Adult"
"124","P. grandis","POG-107",37.7844712962963,"38","560","Run5",-0.000123645469468008,-0.445123690084829,"Adult"
"125","P. grandis","POG-107",39.22303125,"40","0","Run5",-5.58792999893633e-05,-0.201165479961708,"Adult"
"126","P. grandis","POG-107",39.4672,"40","560","Run5",-0.000141589957627271,-0.509723847458175,"Adult"
"127","P. grandis","POG-108",17.473759375,"17","0","Run5",-0.000109531690467895,-0.394314085684422,"Adult"
"128","P. grandis","POG-108",17.2826408333333,"17","560","Run5",5.27011999901593e-05,0.189724319964573,"Adult"
"129","P. grandis","POG-108",21.678921875,"21","0","Run5",-0.000128529723929816,-0.462707006147336,"Adult"
"130","P. grandis","POG-108",22.0201205882353,"21","560","Run5",0.000152302226790514,0.54828801644585,"Adult"
"131","P. grandis","POG-108",24.3783833333333,"24","0","Run5",-0.000134640545548649,-0.484705963975135,"Adult"
"132","P. grandis","POG-108",24.5284254901961,"24","560","Run5",0.000218222757123752,0.785601925645508,"Adult"
"133","P. grandis","POG-108",28.0307447916667,"28","0","Run5",-0.000153398629953498,-0.552235067832591,"Adult"
"134","P. grandis","POG-108",28.0825240740741,"28","560","Run5",0.000238720272923833,0.859392982525797,"Adult"
"135","P. grandis","POG-108",29.8996938596491,"30","0","Run5",-0.000186521916499057,-0.671478899396604,"Adult"
"136","P. grandis","POG-108",29.8664549019608,"30","560","Run5",0.000232646461984495,0.837527263144182,"Adult"
"137","P. grandis","POG-108",32.1079989583333,"32","0","Run5",-0.000190484398229893,-0.685743833627614,"Adult"
"138","P. grandis","POG-108",31.8372863636364,"32","560","Run5",0.000240081222338148,0.864292400417334,"Adult"
"139","P. grandis","POG-108",34.6874666666667,"35","0","Run5",-0.000208728203676679,-0.751421533236044,"Adult"
"140","P. grandis","POG-108",34.7457794117647,"35","560","Run5",0.000109182890243761,0.393058404877538,"Adult"
"141","P. grandis","POG-108",37.601475,"38","0","Run5",-9.71403368418213e-05,-0.349705212630557,"Adult"
"142","P. grandis","POG-108",38.0684111111111,"38","560","Run5",-0.000101926574058962,-0.366935666612265,"Adult"
"143","P. grandis","POG-108",39.352346875,"40","0","Run5",-7.67542627688642e-05,-0.276315345967911,"Adult"
"144","P. grandis","POG-108",39.8299833333333,"40","560","Run5",-0.000147207436653511,-0.529946771952639,"Adult"
"145","P. meandrina","POM-101",17.4591479166667,"17","0","Run5",-0.000138403690082337,-0.498253284296414,"Adult"
"146","P. meandrina","POM-101",17.2588491666667,"17","560","Run5",7.17282821562485e-05,0.258221815762495,"Adult"
"147","P. meandrina","POM-101",21.6511541666667,"21","0","Run5",-9.97141145218894e-05,-0.358970812278802,"Adult"
"148","P. meandrina","POM-101",21.9766254901961,"21","560","Run5",0.000101875570260964,0.366752052939469,"Adult"
"149","P. meandrina","POM-101",24.3504637254902,"24","0","Run5",-0.000103497406749479,-0.372590664298125,"Adult"
"150","P. meandrina","POM-101",24.518837254902,"24","560","Run5",0.000136609157943349,0.491792968596056,"Adult"
"151","P. meandrina","POM-101",28.000371875,"28","0","Run5",-0.000124098684398233,-0.446755263833641,"Adult"
"152","P. meandrina","POM-101",28.1162055555556,"28","560","Run5",0.000162680696594277,0.585650507739397,"Adult"
"153","P. meandrina","POM-101",29.8248070175439,"30","0","Run5",-0.000162845940774506,-0.586245386788221,"Adult"
"154","P. meandrina","POM-101",29.805018627451,"30","560","Run5",9.60772396114098e-05,0.345878062601075,"Adult"
"155","P. meandrina","POM-101",32.0311229166667,"32","0","Run5",0.000103861985149366,0.373903146537719,"Adult"
"156","P. meandrina","POM-101",31.7489848484848,"32","560","Run5",5.90940716142829e-05,0.212738657811418,"Adult"
"157","P. meandrina","POM-101",34.5729037037037,"35","0","Run5",-0.000196931312075458,-0.708952723471648,"Adult"
"158","P. meandrina","POM-101",34.7542647058824,"35","560","Run5",4.58015162424071e-05,0.164885458472666,"Adult"
"159","P. meandrina","POM-101",37.4192854166667,"38","0","Run5",-0.000144537805463162,-0.520336099667385,"Adult"
"160","P. meandrina","POM-101",37.9961759259259,"38","560","Run5",-7.18742883115048e-05,-0.258747437921417,"Adult"
"161","P. meandrina","POM-101",39.2725864583333,"40","0","Run5",-0.000100235433798415,-0.360847561674293,"Adult"
"162","P. meandrina","POM-101",39.642168627451,"40","560","Run5",-0.000123151312729102,-0.443344725824768,"Adult"
"163","P. meandrina","POM-103",17.440934375,"17","0","Run5",-7.90620961868628e-05,-0.284623546272706,"Adult"
"164","P. meandrina","POM-103",17.2512575,"17","560","Run5",7.82878875042042e-06,0.0281836395015135,"Adult"
"165","P. meandrina","POM-103",21.5929822916667,"21","0","Run5",-9.55440670570394e-05,-0.343958641405342,"Adult"
"166","P. meandrina","POM-103",21.8669823529412,"21","560","Run5",6.06210786909872e-05,0.218235883287554,"Adult"
"167","P. meandrina","POM-103",24.2204549019608,"24","0","Run5",-9.50120079028991e-05,-0.342043228450437,"Adult"
"168","P. meandrina","POM-103",24.2331284313725,"24","560","Run5",9.45498545051347e-05,0.340379476218485,"Adult"
"169","P. meandrina","POM-103",27.8718625,"28","0","Run5",-0.000110601769108856,-0.398166368791883,"Adult"
"170","P. meandrina","POM-103",27.8869194444444,"28","560","Run5",9.04166833767245e-05,0.325500060156208,"Adult"
"171","P. meandrina","POM-103",29.7431359649123,"30","0","Run5",-0.000135412616512043,-0.487485419443356,"Adult"
"172","P. meandrina","POM-103",29.6616970588235,"30","560","Run5",8.94775259102367e-05,0.322119093276852,"Adult"
"173","P. meandrina","POM-103",31.900790625,"32","0","Run5",-0.000121718098586107,-0.438185154909983,"Adult"
"174","P. meandrina","POM-103",31.5279583333333,"32","560","Run5",0.000131961160758029,0.475060178728906,"Adult"
"175","P. meandrina","POM-103",34.4042453703704,"35","0","Run5",-0.000157407835833364,-0.566668209000111,"Adult"
"176","P. meandrina","POM-103",34.4875764705882,"35","560","Run5",6.53578495757807e-05,0.235288258472811,"Adult"
"177","P. meandrina","POM-103",37.2956197916667,"38","0","Run5",-7.9519794574744e-05,-0.286271260469078,"Adult"
"178","P. meandrina","POM-103",37.7831259259259,"38","560","Run5",-6.03653124000989e-05,-0.217315124640356,"Adult"
"179","P. meandrina","POM-103",39.05868125,"40","0","Run5",-4.72042310991086e-05,-0.169935231956791,"Adult"
"180","P. meandrina","POM-103",39.4088196078431,"40","560","Run5",-0.000116049409439496,-0.417777873982184,"Adult"
"181","P. meandrina","POM-104",17.6366635416667,"17","0","Run5",-7.14134437940819e-05,-0.257088397658695,"Adult"
"182","P. meandrina","POM-104",24.5852508333333,"17","560","Run5",8.13922142813941e-05,0.293011971413019,"Adult"
"183","P. meandrina","POM-104",21.865634375,"21","0","Run5",-8.30106126874785e-05,-0.298838205674923,"Adult"
"184","P. meandrina","POM-104",22.2378794117647,"21","560","Run5",7.63387846010675e-05,0.274819624563843,"Adult"
"185","P. meandrina","POM-104",24.5889362745098,"24","0","Run5",-0.000100379661738944,-0.361366782260197,"Adult"
"186","P. meandrina","POM-104",24.7940362745098,"24","560","Run5",8.45751512745235e-05,0.304470544588285,"Adult"
"187","P. meandrina","POM-104",28.2548708333333,"28","0","Run5",-0.00010297174861058,-0.370698294998087,"Adult"
"188","P. meandrina","POM-104",28.3877231481481,"28","560","Run5",8.25148926591708e-05,0.297053613573015,"Adult"
"189","P. meandrina","POM-104",30.0896622807018,"30","0","Run5",-0.000125508236707552,-0.451829652147187,"Adult"
"190","P. meandrina","POM-104",30.1131147058824,"30","560","Run5",7.73984002263002e-05,0.278634240814681,"Adult"
"191","P. meandrina","POM-104",32.2707364583333,"32","0","Run5",-0.000116812146758705,-0.420523728331337,"Adult"
"192","P. meandrina","POM-104",32.0548916666667,"32","560","Run5",0.000105533498635067,0.37992059508624,"Adult"
"193","P. meandrina","POM-104",34.7814092592593,"35","0","Run5",-0.00016226512569753,-0.584154452511108,"Adult"
"194","P. meandrina","POM-104",35.0167156862745,"35","560","Run5",3.83742828431236e-05,0.138147418235245,"Adult"
"195","P. meandrina","POM-104",37.724675,"38","0","Run5",-9.51891487924071e-05,-0.342680935652666,"Adult"
"196","P. meandrina","POM-104",38.3111851851852,"38","560","Run5",-7.81246898485229e-05,-0.281248883454682,"Adult"
"197","P. meandrina","POM-104",39.5179333333333,"40","0","Run5",-4.62464061651703e-05,-0.166487062194613,"Adult"
"198","P. meandrina","POM-104",40.0325098039216,"40","560","Run5",-7.25563285545282e-05,-0.261202782796302,"Adult"
"199","P. meandrina","POM-105",17.7045677083333,"17","0","Run4",-0.000101352528474516,-0.364869102508258,"Adult"
"200","P. meandrina","POM-105",17.6006725490196,"17","560","Run4",8.77809530714289e-05,0.316011431057144,"Adult"
"201","P. meandrina","POM-105",21.6902342105263,"21","0","Run4",-0.000125667303380294,-0.452402292169057,"Adult"
"202","P. meandrina","POM-105",22.1596892156863,"21","560","Run4",0.000136295434952786,0.49066356583003,"Adult"
"203","P. meandrina","POM-105",24.4445421052632,"24","0","Run4",-0.000114790232754221,-0.413244837915196,"Adult"
"204","P. meandrina","POM-105",24.6764823529412,"24","560","Run4",0.000182857818668826,0.658288147207775,"Adult"
"205","P. meandrina","POM-105",28.131568627451,"28","0","Run4",-0.000140414664186854,-0.505492791072673,"Adult"
"206","P. meandrina","POM-105",28.2095529411765,"28","560","Run4",0.000223709241909931,0.805353270875753,"Adult"
"207","P. meandrina","POM-105",30.129453125,"30","0","Run4",-0.00016439011229384,-0.591804404257822,"Adult"
"208","P. meandrina","POM-105",30.6516555555556,"30","560","Run4",0.000228003394489704,0.820812220162935,"Adult"
